artist,song_name,genre,fundamental_freq,freq_e_1,freq_e_2,freq_e_3,key,duration,zero_crossing_rate,mfcc_mean,mfcc_std,tempo,rms_energy,artist_enc,song_name_enc,genre_enc,key_enc,grey_png
SZA,Good Days,R&B/Soul,124.040058,61240884.0,53763968.0,50729308.0,E,280.02,0.042757031,1.406930089,66.86965179,117.4538352,0.183368385,31,123,6,4,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\SZA_Good Days_gray.png
SZA,Kill Bill,R&B/Soul,94.91893369,158520928.0,154868928.0,127121800.0,A#,155.52,0.038132921,2.242395878,64.98379517,89.10290948,0.27691415,31,121,6,6,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\SZA_Kill Bill_gray.png
SZA,Love Galore,R&B/Soul,123.6396937,143091920.0,88961392.0,64577268.0,C,275.32,0.047587954,-1.489854932,79.97221375,135.9991776,0.134544373,31,126,6,8,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\SZA_Love Galore_gray.png
SZA,The Weekend,R&B/Soul,188.7039179,122850272.0,75093288.0,44342116.0,D#,273.82,0.0625748,-8.685125351,79.05112457,101.3327206,0.123053513,31,124,6,11,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\SZA_The Weekend_gray.png
Sade,By Your Side,R&B/Soul,97.30412598,64080720.0,45698932.0,36239156.0,B,265.86,0.034526431,2.099658966,81.87214661,147.65625,0.118851252,34,136,6,2,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Sade_By Your Side_gray.png
Sade,No Ordinary Love,R&B/Soul,106.0644413,61240952.0,32256006.0,27583438.0,B,241.06,0.038013956,-0.79617393,82.03650665,166.7086694,0.114966907,34,134,6,2,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Sade_No Ordinary Love_gray.png
Sade,Smooth Operator,R&B/Soul,109.6158243,9456998.0,9112559.0,8632383.0,D,257.94,0.047214806,-4.835253716,80.25032043,120.1853198,0.094448224,34,131,6,0,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Sade_Smooth Operator_gray.png
Sade,The Sweetest Taboo,R&B/Soul,95.80891003,27402216.0,21317248.0,19540292.0,G#,302.3399773,0.041679929,-1.352240682,82.90325928,123.046875,0.10912887,34,135,6,9,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Sade_The Sweetest Taboo_gray.png
Soundgarden,Black Hole Sun,Rock,80.44201883,133897176.0,122741352.0,117293856.0,A#,320.08,0.071768488,8.361704826,54.19441605,107.6660156,0.233754456,15,56,2,6,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Soundgarden_Black Hole Sun_gray.png
Soundgarden,Fell on Black Days,Rock,81.82900645,86493664.0,67895600.0,38113308.0,B,305.8399773,0.062412976,2.380139351,66.24126434,101.3327206,0.152383357,15,57,2,2,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Soundgarden_Fell on Black Days_gray.png
Soundgarden,Outshined,Rock,85.17317284,71772912.0,71348872.0,70467272.0,D,249.14,0.076037427,7.678069115,50.68051147,95.703125,0.197621256,15,55,2,0,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Soundgarden_Outshined_gray.png
Soundgarden,Spoonman,Rock,89.0294338,404913728.0,287758080.0,219296416.0,D,265.04,0.062191383,8.6410532,55.10704422,123.046875,0.278354585,15,54,2,0,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Soundgarden_Spoonman_gray.png
Stone Sour,Absolute Zero,Hard Rock,78.24669944,99164376.0,86012112.0,78997592.0,G#,239.18,0.076232691,9.098779678,47.42163849,139.6748311,0.231876403,47,185,9,9,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Stone Sour_Absolute Zero_gray.png
Stone Sour,Bother,Hard Rock,82.76770607,40875488.0,22057938.0,18192978.0,D#,245.76,0.039150173,-0.944161534,82.71186066,90.66611842,0.115361996,47,187,9,11,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Stone Sour_Bother_gray.png
Stone Sour,Say You'll Haunt Me,Hard Rock,94.25676945,32208470.0,30686572.0,19848418.0,B,280.02,0.057236324,1.235577583,74.13756561,139.6748311,0.097069733,47,190,9,2,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Stone Sour_Say You_ll Haunt Me_gray.png
Stone Sour,Through Glass,Hard Rock,155.585659,7237584.0,5696472.0,5243234.0,D#,257.54,0.056791228,-4.582660675,88.41678619,105.46875,0.068480812,47,186,9,11,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Stone Sour_Through Glass_gray.png
Swedish House Mafia,Don't You Worry Child,EDM,154.0245138,72386288.0,63664792.0,24973534.0,A,334.92,0.080195236,-2.365446329,54.53739166,129.1992188,0.14608705,24,101,4,3,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Swedish House Mafia_Don_t You Worry Child_gray.png
Swedish House Mafia,Miami 2 Ibiza,EDM,88.03933562,121343992.0,91467624.0,90803344.0,G,204.42,0.08093711,3.758358955,53.19564056,166.7086694,0.194073781,24,96,4,1,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Swedish House Mafia_Miami 2 Ibiza_gray.png
Swedish House Mafia,One,EDM,243.1206838,492090560.0,336097824.0,266536704.0,A,351.46,0.068172582,3.682110786,57.72807312,83.35433468,0.258525401,24,104,4,3,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Swedish House Mafia_One_gray.png
Swedish House Mafia,Save the World,EDM,146.5584906,35709408.0,27078480.0,20759190.0,C,215.6,0.074521878,-1.864923477,62.20576859,126.0480183,0.111770459,24,97,4,8,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Swedish House Mafia_Save the World_gray.png
TWICE,Cheer Up,K-Pop,206.4845284,88051992.0,75787280.0,40727412.0,C#,212.54,0.067856984,4.714843273,50.58631516,172.265625,0.237747177,37,151,7,10,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\TWICE_Cheer Up_gray.png
TWICE,Fancy,K-Pop,154.4090496,16541261.0,15026229.0,12641737.0,A#,222.14,0.100557841,0.988020062,57.2098999,132.5120192,0.142596126,37,146,7,6,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\TWICE_Fancy_gray.png
TWICE,Feel Special,K-Pop,84.38091694,59806764.0,58658276.0,15191629.0,C#,210.28,0.061927504,1.229282618,65.86305237,129.1992188,0.114043571,37,147,7,10,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\TWICE_Feel Special_gray.png
TWICE,TT,K-Pop,87.01806689,40408360.0,31099970.0,16509092.0,G,217.74,0.049243197,-1.997307777,70.78074646,129.1992188,0.108219489,37,149,7,1,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\TWICE_TT_gray.png
Taylor Swift,All Too Well,Pop,86.63021248,277627296.0,261967296.0,243348816.0,C,330.14,0.041488401,7.494121075,61.3980751,92.28515625,0.253939122,3,19,0,8,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Taylor Swift_All Too Well_gray.png
Taylor Swift,Exile,Pop,100.8550113,21327486.0,20850070.0,12192523.0,F#,286.64,0.036837903,-0.644638658,88.14087677,151.9990809,0.109646156,3,15,0,7,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Taylor Swift_Exile_gray.png
Taylor Swift,Love Story,Pop,104.880053,1364427.75,1155131.0,954036.1875,A,236.52,0.074825572,-9.496644974,96.65364075,120.1853198,0.028120864,3,12,0,3,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Taylor Swift_Love Story_gray.png
Taylor Swift,Shake It Off,Pop,154.9019432,217394512.0,184347776.0,75149232.0,G,241.6,0.074974917,2.806482077,59.14242554,161.4990234,0.234192237,3,14,0,1,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Taylor Swift_Shake It Off_gray.png
The Weeknd,Blinding Lights,R&B/Soul,88.47420665,183825792.0,134723328.0,90928680.0,F,262.52,0.042365028,6.655835629,65.38066101,86.1328125,0.208272636,30,115,6,5,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\The Weeknd_Blinding Lights_gray.png
The Weeknd,Can't Feel My Face,R&B/Soul,106.4380373,147597472.0,117289520.0,99839232.0,A,218.46,0.049248835,6.09804821,61.21115112,107.6660156,0.235367462,30,118,6,3,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\The Weeknd_Can_t Feel My Face_gray.png
The Weeknd,Save Your Tears,R&B/Soul,111.6006902,167306336.0,131920952.0,108375632.0,E,248.94,0.050405714,3.052253246,63.13923264,117.4538352,0.206255749,30,119,6,4,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\The Weeknd_Save Your Tears_gray.png
The Weeknd,Starboy,R&B/Soul,137.4056681,661818112.0,628505472.0,131433768.0,A,273.2799773,0.028132501,7.216807365,64.31562042,123.046875,0.314228147,30,120,6,3,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\The Weeknd_Starboy_gray.png
Tiësto,Adagio for Strings,EDM,128.9600392,10368679.0,8680779.0,7027216.0,A,205.82,0.081127401,-2.472874403,64.37412262,143.5546875,0.081980556,23,94,4,3,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Tiësto_Adagio for Strings_gray.png
Tiësto,Jackie Chan,EDM,112.7552812,146521792.0,145560160.0,48739076.0,G#,216.54,0.068216885,4.819923401,50.97066498,129.1992188,0.297051191,23,95,4,9,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Tiësto_Jackie Chan_gray.png
Tiësto,Red Lights,EDM,142.9674379,186805632.0,159678928.0,65582420.0,A#,201.6,0.07651377,4.879548073,52.27693558,126.0480183,0.219189525,23,91,4,6,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Tiësto_Red Lights_gray.png
Tiësto,The Business,EDM,97.88732012,176846928.0,147047920.0,59989504.0,G#,191.92,0.038954748,0.540204823,79.80394745,120.1853198,0.190445766,23,93,4,9,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Tiësto_The Business_gray.png
Volbeat,Lola Montez,Hard Rock,162.0479739,120897200.0,113195832.0,102587696.0,D,266.8,0.069418313,8.092530251,53.0739975,151.9990809,0.22738415,49,196,9,0,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Volbeat_Lola Montez_gray.png
Volbeat,Sad Man's Tongue,Hard Rock,230.4200105,6194450.0,5828458.5,3706809.5,D,188.74,0.075464608,-1.941276312,81.10124207,109.9567819,0.061312634,49,194,9,0,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Volbeat_Sad Man_s Tongue_gray.png
Volbeat,Still Counting,Hard Rock,98.11510614,184213792.0,176877840.0,140256576.0,D,261.82,0.062343136,10.36073589,52.41827393,105.46875,0.320090234,49,195,9,0,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Volbeat_Still Counting_gray.png
Volbeat,The Devil's Bleeding Crown,Hard Rock,437.8205368,218036128.0,99032328.0,92481200.0,B,236.52,0.067082026,9.199530602,54.15472794,147.65625,0.231941715,49,198,9,2,C:\Users\Mr_Green\OneDrive\Desktop\0_Sum_25\INFO_523\0_Final_Proj_N\wav_files\_wav_grey_mel\Volbeat_The Devil_s Bleeding Crown_gray.png
